(Parent) ASIN,Title,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile APP – B2B,Session percentage – Mobile App,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B,Units refunded,Units refunded – B2B,Refund Rate,Refund rate – B2B,Shipped product sales,Shipped Product Sales – B2B,Units shipped,Units Shipped – B2B,Orders shipped,Orders Shipped – B2B
B0GR1K65GN,Rimmel 60 Seconds 110 Peach Nougat,"21,871",139,"8,730",89,"30,601",228,1.62%,1.41%,1.20%,1.21%,1.34%,1.43%,"26,809",177,"11,058",114,"37,867",291,1.32%,1.58%,1.16%,1.13%,1.27%,1.36%,0.82%,6.73%,27,0,0.09%,0.00%,£166.40,£0.00,27,0,0,0,0.00%,0.00%,£133.46,£0.00,26,0,26,0
B01M0PU853,Max Factor Colour Elixir Lipstick,"9,035",30,"5,448",28,"14,483",58,0.35%,0.58%,0.75%,0.38%,0.63%,0.36%,"11,721",37,"7,370",38,"19,091",75,0.58%,0.33%,0.77%,0.38%,0.64%,0.35%,1.99%,2.70%,28,0,0.19%,0.00%,£233.52,£0.00,26,0,2,0,7.14%,0.00%,£190.63,£0.00,27,0,25,0
B072Q5SKYW,Bourjois Little Round Pot Blusher,72,0,39,1,111,1,0.00%,0.00%,0.01%,0.01%,0.00%,0.01%,99,0,47,1,146,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,97.84%,0.00%,26,0,23.42%,0.00%,£246.74,£0.00,24,0,0,0,0.00%,0.00%,£197.75,£0.00,25,0,24,0
B07814CT31,Technic lipppenstift Enriched with Vitamin E,98,0,69,1,167,1,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,120,0,103,1,223,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,35.47%,0.00%,34,0,20.36%,0.00%,£113.90,£0.00,24,0,0,0,0.00%,0.00%,£94.86,£0.00,34,0,24,0
B0DQP3ZNY6,ARMAF Infinity Silver for Men Eau De Parfum 100ml,214,6,107,0,321,6,0.07%,0.01%,0.01%,0.00%,0.01%,0.04%,309,7,166,0,475,7,0.02%,0.06%,0.02%,0.00%,0.02%,0.03%,73.29%,50.00%,26,1,8.10%,16.67%,"£1,081.65",£42.00,24,1,1,0,3.85%,0.00%,£908.17,£35.00,26,1,24,1
B0GKQWXV3B,"Bourjois Mascara Volume Reveal 23 Waterproof Black, 1 Stück (1er Pack)",121,1,45,0,166,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,156,1,57,0,213,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,17.28%,0.00%,30,0,18.07%,0.00%,£275.94,£0.00,24,0,0,0,0.00%,0.00%,£225.88,£0.00,29,0,23,0
B0H143TBQW,"Sally Hansen Instant Cuticle Remover, 29.5ml","11,622",63,"5,002",39,"16,624",102,0.74%,0.75%,0.69%,0.53%,0.73%,0.64%,"15,360",84,"6,526",60,"21,886",144,0.76%,0.75%,0.69%,0.59%,0.73%,0.68%,0.75%,4.17%,25,0,0.15%,0.00%,£129.70,£0.00,24,0,0,0,0.00%,0.00%,£110.05,£0.00,25,0,24,0
B0BTGS49QW,"Essence Long-Lasting Eye Pencil, Kajal, No. 37 Purple-Licious, Long-Lasting, Colour-Intense, Vegan, Microplastic Particles Free, Nano Particles Free (0.28 g)","2,868",12,"1,250",15,"4,118",27,0.14%,0.18%,0.17%,0.20%,0.18%,0.17%,"3,797",15,"1,737",32,"5,534",47,0.19%,0.13%,0.18%,0.32%,0.19%,0.22%,9.33%,0.00%,24,0,0.58%,0.00%,£103.20,£0.00,23,0,1,0,4.17%,0.00%,£85.92,£0.00,24,0,23,0
B0C6FR79NN,"Max Factor Lasting Performance Liquid Foundation, Full Coverage, Flawless and Radiant Finish, Lightweight Formula, Smudge Resistant, Non Pore-Clogging, Fragrance Free, 35ml","1,587",7,953,4,"2,540",11,0.08%,0.10%,0.13%,0.05%,0.11%,0.07%,"2,027",9,"1,249",4,"3,276",13,0.10%,0.08%,0.13%,0.04%,0.11%,0.06%,3.06%,0.00%,25,0,0.98%,0.00%,£178.80,£0.00,23,0,0,0,0.00%,0.00%,£156.00,£0.00,26,0,24,0
B0CJDPC3XB,Bourjois Liner Pinceau Noir Beaux-Arts,147,2,136,3,283,5,0.02%,0.01%,0.02%,0.04%,0.01%,0.03%,227,3,211,3,438,6,0.01%,0.03%,0.02%,0.03%,0.01%,0.03%,27.07%,0.00%,29,0,10.25%,0.00%,£280.31,£0.00,23,0,0,0,0.00%,0.00%,£233.48,£0.00,29,0,23,0
B07LB1289Q,Technic Matte Mega Bronze Bronzer Palette,391,4,171,4,562,8,0.05%,0.03%,0.02%,0.05%,0.02%,0.05%,510,11,234,5,744,16,0.03%,0.10%,0.02%,0.05%,0.02%,0.08%,23.32%,0.00%,22,0,3.91%,0.00%,£67.10,£0.00,22,0,0,0,0.00%,0.00%,£58.42,£0.00,23,0,23,0
B0GGCJC753,"Max Factor Cream Puff Pressed Compact Powder, 21 g, 05 Translucent",312,4,209,6,521,10,0.05%,0.02%,0.03%,0.08%,0.02%,0.06%,391,4,261,7,652,11,0.02%,0.04%,0.03%,0.07%,0.02%,0.05%,12.72%,14.29%,25,0,4.80%,0.00%,£161.25,£0.00,21,0,0,0,0.00%,0.00%,£134.25,£0.00,25,0,21,0
B0HBX24WS6,Yankee Candle Wax Melts,955,2,321,4,"1,276",6,0.02%,0.06%,0.04%,0.05%,0.06%,0.04%,"1,176",2,411,4,"1,587",6,0.06%,0.02%,0.04%,0.04%,0.05%,0.03%,6.27%,0.00%,35,0,2.74%,0.00%,£145.57,£0.00,21,0,0,0,0.00%,0.00%,£121.24,£0.00,35,0,21,0
B074KXX5C1,"Sally Hansen Complete Care Nail Treatment, 1 x 13 ml","2,686",26,"1,074",10,"3,760",36,0.30%,0.17%,0.15%,0.14%,0.16%,0.23%,"3,393",33,"1,368",12,"4,761",45,0.17%,0.29%,0.14%,0.12%,0.16%,0.21%,0.60%,0.00%,21,0,0.56%,0.00%,£112.78,£0.00,19,0,0,0,0.00%,0.00%,£84.23,£0.00,18,0,16,0
B0045Z6R58,Stargazer Hair Bleach Kit with Powder & Developer Cream - Hair Lightening for Pre-Colour Preparation - Easy Home Use - Cruelty-Free,37,0,15,0,52,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,22,0,67,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.00%,0.00%,23,0,44.23%,0.00%,£229.77,£0.00,18,0,0,0,0.00%,0.00%,£191.36,£0.00,23,0,18,0
B0CCN97YFK,7th Heaven Blemish Clay Mud Face Mask with Witch Hazel and Aloe Vera to Deeply Cleanse and Calm Skin,19,0,29,0,48,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21,0,30,0,51,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,48.98%,0.00%,47,0,97.92%,0.00%,£96.35,£0.00,18,0,0,0,0.00%,0.00%,£92.34,£0.00,54,0,21,0
B08HQSPF1F,"Max Factor Eyebrow Pencil, Hazel",216,0,124,0,340,0,0.00%,0.01%,0.02%,0.00%,0.01%,0.00%,256,0,157,0,413,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,7.42%,0.00%,19,0,5.59%,0.00%,£79.27,£0.00,17,0,0,0,0.00%,0.00%,£66.75,£0.00,19,0,19,0
B0CF51YT5D,Rimmel Lasting Matte Full Coverage Light-weight Foundation,692,4,384,2,"1,076",6,0.05%,0.04%,0.05%,0.03%,0.05%,0.04%,"1,046",4,600,3,"1,646",7,0.05%,0.04%,0.06%,0.03%,0.06%,0.03%,16.58%,100.00%,19,0,1.77%,0.00%,£125.04,£0.00,17,0,0,0,0.00%,0.00%,£109.14,£0.00,20,0,18,0
B0FPMCB1X6,L'Oréal Paris Intense Volume Mascara,"1,860",16,"6,459",19,"8,319",35,0.19%,0.12%,0.89%,0.26%,0.36%,0.22%,"2,545",21,"6,758",27,"9,303",48,0.13%,0.19%,0.71%,0.27%,0.31%,0.23%,1.80%,0.00%,21,0,0.25%,0.00%,£200.19,£0.00,17,0,0,0,0.00%,0.00%,£177.39,£0.00,21,0,17,0
B00CYBKL6Q,"Rimmel Scandaleyes Lycra Flex Mascara, Black",60,2,56,0,116,2,0.02%,0.00%,0.01%,0.00%,0.01%,0.01%,73,2,80,0,153,2,0.00%,0.02%,0.01%,0.00%,0.01%,0.01%,23.78%,0.00%,21,0,18.10%,0.00%,£108.43,£0.00,16,0,0,0,0.00%,0.00%,£94.67,£0.00,22,0,19,0
B071751PXN,Stargazer Lip Stick,691,3,370,2,"1,061",5,0.04%,0.04%,0.05%,0.03%,0.05%,0.03%,837,3,495,2,"1,332",5,0.04%,0.03%,0.05%,0.02%,0.04%,0.02%,7.84%,50.00%,16,0,1.51%,0.00%,£63.20,£0.00,16,0,0,0,0.00%,0.00%,£52.64,£0.00,16,0,16,0
B07PR81NTM,Technic Matte Mega Blush Palette,386,1,172,5,558,6,0.01%,0.02%,0.02%,0.07%,0.02%,0.04%,559,2,237,7,796,9,0.03%,0.02%,0.02%,0.07%,0.03%,0.04%,28.32%,50.00%,16,1,2.87%,16.67%,£55.40,£3.05,16,1,0,0,0.00%,0.00%,£46.19,£2.54,16,1,16,1
B096Q4CZ65,"Maybelline Hyper Easy Brush Tip Liquid Eye Liner, Long Lasting, Easy To Apply, Smudge Proof Formula 810 Pitch Brown",88,1,31,0,119,1,0.01%,0.01%,0.00%,0.00%,0.01%,0.01%,119,1,39,0,158,1,0.01%,0.01%,0.00%,0.00%,0.01%,0.00%,33.56%,0.00%,18,1,15.13%,100.00%,£124.77,£6.79,16,1,0,0,0.00%,0.00%,£109.70,£5.66,19,1,17,1
B09F3ZMYK5,"Rimmel London Lasting Finish Lipstick, Moisturising Formula with Luscious Touch and Black Diamond Pigment Complex",229,0,152,1,381,1,0.00%,0.01%,0.02%,0.01%,0.02%,0.01%,331,0,201,1,532,1,0.02%,0.00%,0.02%,0.01%,0.02%,0.00%,0.85%,0.00%,19,0,4.99%,0.00%,£159.81,£0.00,15,0,0,0,0.00%,0.00%,£133.20,£0.00,19,0,15,0
B00SZRPHPS,Technic Brow Gel Eyebrow Shaping Gel 8ml-Dark,88,1,43,0,131,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,126,2,57,0,183,2,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,22.62%,0.00%,15,0,11.45%,0.00%,£52.70,£0.00,14,0,0,0,0.00%,0.00%,£43.93,£0.00,15,0,14,0
B0F1MMQVPB,Sally Hansen Insta-Dri Nail Polish,"9,157",63,"3,295",33,"12,452",96,0.74%,0.59%,0.45%,0.45%,0.55%,0.60%,"10,952",82,"4,092",70,"15,044",152,0.54%,0.73%,0.43%,0.69%,0.51%,0.71%,0.99%,0.00%,14,0,0.11%,0.00%,£72.62,£0.00,14,0,0,0,0.00%,0.00%,£60.50,£0.00,14,0,14,0
B0FX1F7R1S,"Catrice True Skin High Cover Concealer, anti-spot, moisturizing/hydrating, longlasting, natural, matte (4.5ml)",215,0,112,1,327,1,0.00%,0.01%,0.02%,0.01%,0.01%,0.01%,305,0,165,3,470,3,0.02%,0.00%,0.02%,0.03%,0.02%,0.01%,62.75%,100.00%,19,0,5.81%,0.00%,£123.31,£0.00,14,0,0,0,0.00%,0.00%,£102.79,£0.00,19,0,14,0
B07H83JXDB,"Sally Hansen Top Coat, Packaging May Vary","1,402",5,941,13,"2,343",18,0.06%,0.09%,0.13%,0.18%,0.10%,0.11%,"1,745",5,"1,188",18,"2,933",23,0.09%,0.04%,0.12%,0.18%,0.10%,0.11%,1.35%,0.00%,13,0,0.55%,0.00%,£67.32,£0.00,13,0,1,0,7.69%,0.00%,£57.21,£0.00,13,0,13,0
B08RFX1H5F,"Bourjois Levres Contour Edition Lip Liner and Pencil 4 Chaud Comme La Fraise Pinks, 1.14g",460,4,323,14,783,18,0.05%,0.03%,0.04%,0.19%,0.03%,0.11%,571,4,422,15,993,19,0.03%,0.04%,0.04%,0.15%,0.03%,0.09%,4.62%,21.05%,20,0,2.55%,0.00%,£92.25,£0.00,13,0,50,0,250.00%,0.00%,£72.95,£0.00,19,0,12,0
B0C5K7MPN4,Max Factor NailFinity Nail Polish,941,3,480,11,"1,421",14,0.04%,0.06%,0.07%,0.15%,0.06%,0.09%,"1,297",4,663,16,"1,960",20,0.06%,0.04%,0.07%,0.16%,0.07%,0.09%,7.64%,50.00%,16,0,1.13%,0.00%,£60.82,£0.00,13,0,0,0,0.00%,0.00%,£49.28,£0.00,15,0,12,0
B0H3XQV541,"Revlon Professional OROFLUIDO PRECIOUS ARGAN OIL ELIXIR, Nourishing Hair Treatment With Vegan Argan Oil – 100ml",456,5,282,9,738,14,0.06%,0.03%,0.04%,0.12%,0.03%,0.09%,608,6,388,10,996,16,0.03%,0.05%,0.04%,0.10%,0.03%,0.08%,9.43%,33.33%,15,3,2.03%,21.43%,£264.69,£51.26,13,1,0,0,0.00%,0.00%,£220.55,£42.72,15,3,13,1
B0019CAWWY,Badgequo Body Collection Bronzing Powder,62,0,27,0,89,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,91,0,40,0,131,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,51.69%,0.00%,20,0,22.47%,0.00%,£65.80,£0.00,12,0,1,0,5.00%,0.00%,£55.35,£0.00,20,0,12,0
B00MJ0F7X4,Rimmel London Professional Eyebrow Pencil 002 Hazel by Rimmel,27,0,23,0,50,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,37,0,43,0,80,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,36.11%,0.00%,14,0,28.00%,0.00%,£67.60,£0.00,12,0,0,0,0.00%,0.00%,£56.33,£0.00,14,0,12,0
B0CC9DZHQK,Max Factor Lipfinity Lip Colour,388,2,227,6,615,8,0.02%,0.02%,0.03%,0.08%,0.03%,0.05%,506,3,284,6,790,9,0.02%,0.03%,0.03%,0.06%,0.03%,0.04%,3.95%,0.00%,16,0,2.60%,0.00%,£133.24,£0.00,12,0,1,0,6.25%,0.00%,£111.04,£0.00,16,0,13,0
B0DDLBT4T7,Schwarzkopf Blondme Premium Care Developer 1000ml,219,2,71,2,290,4,0.02%,0.01%,0.01%,0.03%,0.01%,0.03%,322,2,98,2,420,4,0.02%,0.02%,0.01%,0.02%,0.01%,0.02%,28.57%,100.00%,12,0,4.14%,0.00%,£155.88,£0.00,12,0,0,0,0.00%,0.00%,£129.84,£0.00,12,0,12,0
B0H1PXNHK7,"Sally Hansen Nail Growth Miracle Treatment,13.3 ml (Pack of 1)","2,735",14,"1,334",12,"4,069",26,0.16%,0.18%,0.18%,0.16%,0.18%,0.16%,"3,870",19,"1,827",16,"5,697",35,0.19%,0.17%,0.19%,0.16%,0.19%,0.16%,1.19%,0.00%,12,0,0.29%,0.00%,£91.20,£0.00,12,0,1,0,8.33%,0.00%,£75.96,£0.00,12,0,12,0
B077ZVXWQD,"Technic Eyebrow Pencil, Definer & Sharpener",96,1,46,0,142,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,136,1,62,0,198,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,25.79%,100.00%,11,1,7.75%,100.00%,£29.51,£2.09,11,1,1,0,9.09%,0.00%,£24.60,£1.74,11,1,11,1
B0BW3MHZTX,ARMAF Club De Nuit Intense Women Eau Parfum,645,9,244,5,889,14,0.11%,0.04%,0.03%,0.07%,0.04%,0.09%,907,12,324,5,"1,231",17,0.04%,0.11%,0.03%,0.05%,0.04%,0.08%,14.27%,0.00%,11,0,1.24%,0.00%,£274.90,£0.00,11,0,0,0,0.00%,0.00%,£229.04,£0.00,11,0,11,0
B0CB54WVV6,Maybelline New York Lash Sensational Sky High Mascara,"161,155",847,"78,356",617,"239,511","1,464",9.88%,10.36%,10.78%,8.42%,10.49%,9.21%,"210,179","1,158","102,331",847,"312,510","2,005",10.37%,10.35%,10.75%,8.36%,10.49%,9.40%,0.03%,0.00%,11,0,0.00%,0.00%,£97.33,£0.00,11,0,0,0,0.00%,0.00%,£67.14,£0.00,9,0,9,0
B0CSFTBKMR,Masterpiece Xpress shade,"4,163",28,"1,683",18,"5,846",46,0.33%,0.27%,0.23%,0.25%,0.26%,0.29%,"5,165",34,"2,148",23,"7,313",57,0.25%,0.30%,0.23%,0.23%,0.25%,0.27%,1.04%,10.00%,11,0,0.19%,0.00%,£54.37,£0.00,11,0,0,0,0.00%,0.00%,£45.30,£0.00,11,0,11,0
B005IHA0O6,Body Collection Liquid Eyeliner - Black,32,0,14,0,46,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,35,0,14,0,49,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.58%,0.00%,11,0,23.91%,0.00%,£36.87,£0.00,10,0,0,0,0.00%,0.00%,£30.72,£0.00,11,0,10,0
B00P7SPD70,"Revlon Super Lustrous Lipstick, High Impact Lipcolour with Moisturising Creamy Formula, Infused with Vitamin E and Avocado Oil in Pink Pearl",310,1,255,3,565,4,0.01%,0.02%,0.04%,0.04%,0.02%,0.03%,391,1,334,3,725,4,0.02%,0.01%,0.04%,0.03%,0.02%,0.02%,11.75%,0.00%,10,0,1.77%,0.00%,£55.27,£0.00,10,0,0,0,0.00%,0.00%,£46.04,£0.00,10,0,10,0
B071XHK4BM,Stargazer Metallic_P005,315,3,162,4,477,7,0.04%,0.02%,0.02%,0.05%,0.02%,0.04%,411,5,202,5,613,10,0.02%,0.04%,0.02%,0.05%,0.02%,0.05%,7.73%,0.00%,15,0,3.14%,0.00%,£70.35,£0.00,10,0,0,0,0.00%,0.00%,£54.74,£0.00,14,0,9,0
B07V674F5K,Max Factor Lash Revival Strengthening Mascara,135,1,62,0,197,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,172,1,101,0,273,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,17.60%,100.00%,10,0,5.08%,0.00%,£62.77,£0.00,10,0,0,0,0.00%,0.00%,£52.30,£0.00,10,0,10,0
B0BHTTCP3C,Maybelline New York,354,4,991,11,"1,345",15,0.05%,0.02%,0.14%,0.15%,0.06%,0.09%,518,4,"1,144",17,"1,662",21,0.03%,0.04%,0.12%,0.17%,0.06%,0.10%,6.32%,60.00%,11,0,0.82%,0.00%,£85.67,£0.00,10,0,0,0,0.00%,0.00%,£71.37,£0.00,11,0,10,0
B000AA5VD6,Instra-Dri Anti-Chip Top Coat by Sally Hansen Clear (2755),196,1,145,1,341,2,0.01%,0.01%,0.02%,0.01%,0.01%,0.01%,232,1,180,1,412,2,0.01%,0.01%,0.02%,0.01%,0.01%,0.01%,3.85%,0.00%,9,0,2.64%,0.00%,£58.31,£0.00,9,0,0,0,0.00%,0.00%,£41.97,£0.00,8,0,8,0
B0046MLZLG,"Sally Hansen Advanced Hard as Nails Strengthener, 13.3ml (Pack of 1)","2,757",9,"1,245",12,"4,002",21,0.11%,0.18%,0.17%,0.16%,0.18%,0.13%,"3,829",16,"1,702",20,"5,531",36,0.19%,0.14%,0.18%,0.20%,0.19%,0.17%,0.71%,17.65%,10,0,0.25%,0.00%,£48.19,£0.00,9,0,0,0,0.00%,0.00%,£40.15,£0.00,10,0,9,0
B00R7BKFKA,"Maybelline Mascara Lash Sensational Black 01, 9.5ml",38,1,19,1,57,2,0.01%,0.00%,0.00%,0.01%,0.00%,0.01%,47,1,22,1,69,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,88.52%,100.00%,9,0,15.79%,0.00%,£87.91,£0.00,9,0,0,0,0.00%,0.00%,£73.22,£0.00,9,0,9,0
B01872EVRU,"Technic Eyebrow Pencil, Definer & Sharpener-Black",150,1,54,0,204,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.01%,191,1,72,0,263,1,0.01%,0.01%,0.01%,0.00%,0.01%,0.00%,9.96%,0.00%,9,1,4.41%,100.00%,£17.91,£1.99,9,1,0,0,0.00%,0.00%,£14.94,£1.66,9,1,9,1
B081W757PW,"L'Oreal Paris Volume Million Lashes Mascara Black Waterproof, Gives Lashes Intense, Defined Volume with No Clumps","1,578",10,"1,174",30,"2,752",40,0.12%,0.10%,0.16%,0.41%,0.12%,0.25%,"2,073",15,"1,373",40,"3,446",55,0.10%,0.13%,0.14%,0.39%,0.12%,0.26%,0.86%,0.00%,9,0,0.33%,0.00%,£88.11,£0.00,9,0,0,0,0.00%,0.00%,£73.44,£0.00,9,0,9,0
B0BZVTKK2K,Armaf Odyssey Aqua Eau de Parfum 100ml,"1,135",6,358,4,"1,493",10,0.07%,0.07%,0.05%,0.05%,0.07%,0.06%,"1,553",11,477,5,"2,030",16,0.08%,0.10%,0.05%,0.05%,0.07%,0.08%,10.05%,16.67%,9,0,0.60%,0.00%,£205.50,£0.00,9,0,0,0,0.00%,0.00%,£173.83,£0.00,9,0,9,0
B0DFTDRNJ1,Marion Hair Dye Shampoo Bag Semi-Permanent Colour 4 to 8 Washes with Aloe and Keratin,145,0,81,2,226,2,0.00%,0.01%,0.01%,0.03%,0.01%,0.01%,194,0,98,3,292,3,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,37.55%,100.00%,17,0,7.52%,0.00%,£51.53,£0.00,9,0,0,0,0.00%,0.00%,£42.86,£0.00,17,0,9,0
B0DP3Q458H,Bourjois - Healthy Mix Concealer,65,1,32,1,97,2,0.01%,0.00%,0.00%,0.01%,0.00%,0.01%,91,2,40,1,131,3,0.00%,0.02%,0.00%,0.01%,0.00%,0.01%,94.26%,100.00%,9,0,9.28%,0.00%,£62.91,£0.00,9,0,0,0,0.00%,0.00%,£46.56,£0.00,8,0,8,0
B0F8NY2BL2,"Rimmel London Scandaleyes Volume On Demand Buildable Mascara, Black, 12 ml",198,0,92,1,290,1,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,249,0,110,1,359,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,7.33%,0.00%,9,0,3.10%,0.00%,£44.55,£0.00,9,0,0,0,0.00%,0.00%,£37.08,£0.00,9,0,9,0
B00EC9P85C,Max Factor Panstik Foundation – No. 13 Nouveau Beige by Max Factor,299,2,234,2,533,4,0.02%,0.02%,0.03%,0.03%,0.02%,0.03%,401,2,306,2,707,4,0.02%,0.02%,0.03%,0.02%,0.02%,0.02%,1.23%,0.00%,13,0,2.44%,0.00%,£82.26,£0.00,8,0,0,0,0.00%,0.00%,£65.34,£0.00,12,0,7,0
B01NBHY7VH,"Technic Colour Fix 2 Pressed Powder Contour Palette, 3.5 g, 8 Piece",98,0,38,0,136,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,126,0,53,0,179,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,17.72%,0.00%,9,0,6.62%,0.00%,£38.25,£0.00,8,0,0,0,0.00%,0.00%,£35.40,£0.00,10,0,9,0
B085V3JS5R,Sally Hansen Color Therapy Nail Polish,850,6,388,1,"1,238",7,0.07%,0.05%,0.05%,0.01%,0.05%,0.04%,"1,051",6,484,1,"1,535",7,0.05%,0.05%,0.05%,0.01%,0.05%,0.03%,4.96%,0.00%,9,0,0.73%,0.00%,£71.55,£0.00,8,0,0,0,0.00%,0.00%,£39.72,£0.00,6,0,5,0
B0BW3DGCGW,ARMAF Club De Nuit Intense Man Pure Parfum,368,5,161,2,529,7,0.06%,0.02%,0.02%,0.03%,0.02%,0.04%,574,7,258,3,832,10,0.03%,0.06%,0.03%,0.03%,0.03%,0.05%,18.56%,0.00%,10,0,1.89%,0.00%,£440.00,£0.00,8,0,0,0,0.00%,0.00%,£366.66,£0.00,10,0,8,0
B0DW8YTB2G,Max Factor Max Factor Lipfinity,46,0,22,1,68,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,59,0,27,1,86,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,53.16%,0.00%,9,0,13.24%,0.00%,£89.91,£0.00,8,0,0,0,0.00%,0.00%,£74.88,£0.00,9,0,8,0
B0GP916D7F,Rimmel Super Gel,109,0,60,1,169,1,0.00%,0.01%,0.01%,0.01%,0.01%,0.01%,131,0,70,1,201,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,30.32%,0.00%,8,0,4.73%,0.00%,£47.60,£0.00,8,0,0,0,0.00%,0.00%,£39.68,£0.00,8,0,8,0
B0H3PDL7NS,"L'Oréal Paris Plump Ambition Lippenöl mit Hyaluron, Vollere & geschmeidigere Lippen ohne Kompromisse.","1,754",9,696,8,"2,450",17,0.11%,0.11%,0.10%,0.11%,0.11%,0.11%,"2,420",13,929,8,"3,349",21,0.12%,0.12%,0.10%,0.08%,0.11%,0.10%,10.26%,0.00%,9,0,0.37%,0.00%,£86.25,£0.00,8,0,0,0,0.00%,0.00%,£71.83,£0.00,9,0,8,0
B001QFZ42C,Max Factor 2000 Calorie Mascara,"4,619",37,"2,895",27,"7,514",64,0.43%,0.30%,0.40%,0.37%,0.33%,0.40%,"6,066",48,"4,017",33,"10,083",81,0.30%,0.43%,0.42%,0.33%,0.34%,0.38%,0.28%,0.00%,7,0,0.09%,0.00%,£44.65,£0.00,7,0,0,0,0.00%,0.00%,£31.81,£0.00,6,0,6,0
B00PWKVL4M,Marion Hair Colour Shampoo in Sachet Lasting 4-8 Washes - 61 Blonde,15,0,11,1,26,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,22,0,16,3,38,3,0.00%,0.00%,0.00%,0.03%,0.00%,0.01%,76.67%,33.33%,14,0,53.85%,0.00%,£41.86,£0.00,7,0,0,0,0.00%,0.00%,£34.86,£0.00,14,0,7,0
B08R4SQBV9,Rimmel London Brow,372,2,184,4,556,6,0.02%,0.02%,0.03%,0.05%,0.02%,0.04%,482,2,235,5,717,7,0.02%,0.02%,0.02%,0.05%,0.02%,0.03%,3.78%,0.00%,8,0,1.44%,0.00%,£39.48,£0.00,7,0,0,0,0.00%,0.00%,£28.73,£0.00,7,0,6,0
B0F5W8BGFS,"Revlon PhotoReady Abdeckstift, Gesichtsmakeup für alle Hauttypen, mittlere bis hohe Deckkraft, langanhaltend mit cremigem Finish, leichte Formel, 004 Medium, 3,2g",104,0,71,0,175,0,0.00%,0.01%,0.01%,0.00%,0.01%,0.00%,135,0,99,0,234,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,18.31%,0.00%,8,0,4.57%,0.00%,£47.92,£0.00,7,0,0,0,0.00%,0.00%,£49.90,£0.00,10,0,10,0
B0GTDF4WS9,Max Factor Miracle Pure Liquid Foundation,"3,221",9,"1,876",65,"5,097",74,0.11%,0.21%,0.26%,0.89%,0.22%,0.47%,"4,085",12,"2,426",87,"6,511",99,0.20%,0.11%,0.25%,0.86%,0.22%,0.46%,2.27%,5.13%,7,0,0.14%,0.00%,£62.26,£0.00,7,0,0,0,0.00%,0.00%,£60.75,£0.00,8,0,8,0
